id,justificacion,caracteristica
2002,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 2 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2843,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
3261,"Se clasifica como Efectividad porque ""Signos vitales registrados por enfermeria no aparecen en la HCE del medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1147,"Se clasifica como Efectividad porque ""Discrepancia entre el reporte financiero y el modulo de facturacion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2574,"Se clasifica como Efectividad porque ""El medico no puede compartir pantalla con resultados de examenes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2612,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2857,"Se clasifica como Efectividad porque ""El informe radiologico no se adjunta automaticamente a la HCE"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3699,"Se clasifica como Efectividad porque ""Factura electronica no llega al correo registrado del paciente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3852,"Se clasifica como Efectividad porque ""Cita agendada no aparece reflejada en el calendario del especialista"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1422,"Se clasifica como Libertad de Riesgo porque ""Historial de alergias no carga al abrir la ficha del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1650,"Se clasifica como Efectividad porque ""Usuario no logra agendar tras 5 intentos"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1699,"Se clasifica como Efectividad porque ""Consulta anterior no se muestra en el resumen de antecedentes"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2086,"Se clasifica como Cobertura de Contexto porque ""Version desactualizada del app impide iniciar sesion"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2089,"Se clasifica como Satisfaccion porque ""Formulario confuso, abandono de registro antes de completar la cita"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
2203,"Se clasifica como Efectividad porque ""Filtro de especialidad medica no devuelve resultados"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2337,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2500,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2516,"Se clasifica como Efectividad porque ""Resultados de examenes no se visualizan en formato PDF"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2619,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2848,"Se clasifica como Cobertura de Contexto porque ""Consumo elevado de datos moviles al abrir el modulo de citas"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2920,"Se clasifica como Efectividad porque ""Error al reagendar una cita previamente confirmada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3844,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1150,"Se clasifica como Satisfaccion porque ""Calidad de video muy baja pese a tener buena conexion a internet"" evidencia confusion, frustracion o abandono y reduce la disposicion de uso.",Satisfaccion
1290,"Se clasifica como Efectividad porque ""Sesion expira antes de finalizar el proceso de agendamiento"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1641,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1956,"Se clasifica como Libertad de Riesgo porque ""Receta electronica se genera con la dosis incorrecta tras guardar"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
2084,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2127,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2230,"Se clasifica como Efectividad porque ""Error al registrar la dispensacion de un medicamento controlado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2309,"Se clasifica como Efectividad porque ""El sistema no descuenta automaticamente el medicamento dispensado"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2385,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
2531,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3418,"Se clasifica como Efectividad porque ""Discrepancia entre el reporte financiero y el modulo de facturacion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3595,"Se clasifica como Eficiencia porque ""El sistema se congela al adjuntar resultados de laboratorio a la HCE"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1202,"Se clasifica como Efectividad porque ""Inventario del sistema no coincide con el stock fisico del insumo"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
1255,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 28s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
1998,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2397,"Se clasifica como Efectividad porque ""Perdida de la nota de evolucion tras un cierre inesperado de sesion"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2570,"Se clasifica como Efectividad porque ""El sistema no permite anular una factura emitida por error"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2699,"Se clasifica como Cobertura de Contexto porque ""Boton de confirmar cita no responde en dispositivos moviles"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
2703,"Se clasifica como Eficiencia porque ""Nota de evolucion tarda 12s en guardarse"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3058,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3315,"Se clasifica como Eficiencia porque ""Tiempo de carga de la ficha clinica supera los 24s en horas pico"" obliga a emplear mas tiempo o recursos de los aceptables para completar la tarea.",Eficiencia
3830,"Se clasifica como Libertad de Riesgo porque ""Factura duplicada al reintentar pago"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
3875,"Se clasifica como Libertad de Riesgo porque ""Nota de credito no se aplica al saldo pendiente del paciente"" puede ocasionar dano clinico, financiero, de privacidad o de seguridad.",Libertad de Riesgo
1467,"Se clasifica como Efectividad porque ""Factura generada con el nombre del paciente incorrecto"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2436,"Se clasifica como Efectividad porque ""Duplicado de historia clinica al registrar un paciente ya existente"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2631,"Se clasifica como Efectividad porque ""Error de calculo en el copago del seguro medico"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2868,"Se clasifica como Efectividad porque ""Notificacion de recordatorio de cita llega con la fecha incorrecta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2876,"Se clasifica como Efectividad porque ""Codigo de barras de la muestra no es reconocido por el lector"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
2944,"Se clasifica como Efectividad porque ""Orden de laboratorio duplicada tras reintentar el envio"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3659,"Se clasifica como Cobertura de Contexto porque ""Audio desincronizado durante la teleconsulta"" muestra que el resultado cambia segun dispositivo, conectividad o contexto de operacion.",Cobertura de Contexto
3739,"Se clasifica como Efectividad porque ""Paciente no puede unirse a la sala virtual a la hora agendada"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
3761,"Se clasifica como Efectividad porque ""Firma electronica del medico no se valida al cerrar la consulta"" impide completar la tarea o produce un resultado funcional incorrecto.",Efectividad
